,Dataset,Start age,End age,sex,tissue,Gene,dExpression,Expression at start age,Expression at end age,Max expression std. dev,Confidence (p-value)
187,droplet,3m,30m,male,Lung,Nrcam,229.2895965576172,1.8381768313702196e-05,8.016734653892854e-08,6.663128442596644e-05,5.8372899572253475e-21
188,droplet,3m,30m,male,Liver,Cd4,229.0044708251953,2.0919101473282353e-07,4.7905905375955626e-05,9.15753043955192e-05,1.3141538112024659e-101
189,droplet,3m,30m,male,Liver,Fxyd5,228.42727661132812,2.22366861635237e-06,0.0005079467664472759,0.0003667256096377969,0.0
190,droplet,3m,30m,male,Spleen,Cldn13,227.9662322998047,2.190963215298325e-07,4.9946789658861235e-05,0.00021755427587777376,1.4798485628463014e-81
191,droplet,3m,30m,male,Liver,Gm6484,226.73641967773438,0.00011948947212658823,5.269962457532529e-07,0.00024318616488017142,3.165735988909311e-20
192,droplet,3m,30m,male,Lung,Paqr6,224.84005737304688,2.895325087592937e-05,1.2877166000180296e-07,9.146255615632981e-05,1.0072383808693805e-34
193,droplet,3m,30m,male,Liver,Fga,223.79673767089844,0.0025272842030972242,1.1292765520920511e-05,0.0019350352231413126,2.485412061304782e-165
194,droplet,3m,30m,male,Liver,Itih1,223.237548828125,0.0003060161543544382,1.3708084907193552e-06,0.000352058676071465,5.0850760205314705e-71
195,droplet,3m,30m,male,Liver,Pmaip1,222.54824829101562,5.395664288698754e-07,0.00012007979239569977,0.0001494941534474492,1.142280546868251e-277
196,droplet,3m,30m,male,Lung,E030003E18Rik,222.0974884033203,1.0364549780206289e-05,4.666566866262656e-08,5.5086489737732336e-05,2.3407210159954666e-06
197,droplet,3m,30m,male,Liver,Tfr2,221.6033172607422,0.0001773135591065511,8.00138423073804e-07,0.0002252269914606586,2.732889981587346e-57
198,droplet,3m,30m,male,Lung,Mgp,220.69834899902344,0.020200692117214203,9.153078281087801e-05,0.02107793092727661,0.0
199,droplet,3m,30m,male,Liver,Cd79a,220.55970764160156,3.1501420494350896e-07,6.947966176085174e-05,0.00044915624312125146,3.506157749743015e-08
200,droplet,3m,30m,male,Lung,Tecrl,220.37315368652344,1.6992251403280534e-05,7.710571736652128e-08,6.756655784556642e-05,5.138426873928952e-17
201,droplet,3m,30m,male,Liver,Apon,220.23638916015625,0.0004426913510542363,2.0100726487726206e-06,0.00041591073386371136,2.537557950855411e-108
202,droplet,3m,30m,male,Liver,1300017J02Rik,219.6689910888672,0.0003478822181932628,1.5836645843592123e-06,0.0003677278873510659,8.930139919051664e-85
203,droplet,3m,30m,male,Liver,Cyp1a2,219.42259216308594,0.0003854904498439282,1.7568393104738789e-06,0.0005869055748917162,3.845439078946319e-39
204,droplet,3m,30m,male,Kidney,Cyp4a14,218.2876434326172,1.2679676046900568e-06,0.0002767818805295974,0.0007623396231792867,9.208589701390441e-157
205,droplet,3m,30m,male,Lung,Gata5,216.46627807617188,4.7667435865150765e-05,2.202062177047992e-07,0.00012671084550675005,1.5523909819146253e-56
206,droplet,3m,30m,male,Liver,Egfr,215.90411376953125,0.00017123381257988513,7.931001846372965e-07,0.00024798454251140356,2.44114932253664e-43
207,droplet,3m,30m,male,Liver,Iqgap1,215.4817657470703,7.321125963244413e-07,0.0001577571383677423,0.0001465324021410197,0.0
208,droplet,3m,30m,male,Liver,Ces1f,214.33172607421875,0.00037436626735143363,1.746666498547711e-06,0.0003908225044142455,5.419068629448351e-87
209,droplet,3m,30m,male,Liver,G6pc,213.20751953125,0.000385158637072891,1.8064954474539263e-06,0.0005317266914062202,2.4614588309051757e-48
210,droplet,3m,30m,male,Liver,Ugt3a2,213.08901977539062,0.00015023407468106598,7.050286399135075e-07,0.00021442657453007996,1.3601620428207842e-44
211,droplet,3m,30m,male,Liver,Hsd17b6,213.0418701171875,0.0001603482523933053,7.526597300966387e-07,0.0002829741279128939,4.286848915913314e-28
212,droplet,3m,30m,male,Liver,Scd1,212.10797119140625,0.007345668505877256,3.463174289208837e-05,0.006079860497266054,6.146126379461481e-141
213,droplet,3m,30m,male,Lung,Lrrc17,211.51004028320312,3.161662971251644e-05,1.494795185408293e-07,9.874261741060764e-05,8.399552005591057e-37
214,droplet,3m,30m,male,Lung,Col6a2,209.27197265625,0.00030574790434911847,1.4610063772124704e-06,0.0003811493224930018,1.191485149081928e-302
215,droplet,3m,30m,male,Liver,Adra1b,209.0006103515625,4.882295979768969e-05,2.3360099987712601e-07,0.00012201112258480862,7.080719268193317e-12
216,droplet,3m,30m,male,Liver,Gadd45b,207.42205810546875,7.121482781258237e-07,0.00014771547284908593,0.0002189865190302953,1.4700328067118025e-207
217,droplet,3m,30m,male,Liver,Mmgt2,206.39453125,3.810205839727132e-08,7.864262443035841e-06,2.758715345407836e-05,1.7024737818021737e-06
218,droplet,3m,30m,male,Liver,Slc38a4,203.0129852294922,0.000558544765226543,2.7512751330505125e-06,0.0005035244394093752,6.592683149588161e-118
219,droplet,3m,30m,male,Liver,Tmsb4x,202.98045349121094,0.00013772642705589533,0.02795577235519886,0.013805080205202103,0.0
220,droplet,3m,30m,male,Liver,Hilpda,202.78439331054688,3.57681096829765e-06,0.0007253216463141143,0.0008165589533746243,0.0
221,droplet,3m,30m,male,Lung,Mfap5,202.02395629882812,0.000752487510908395,3.724743010025122e-06,0.0009009215282276273,0.0
222,droplet,3m,30m,male,Lung,Fam198a,201.59315490722656,1.608448837941978e-05,7.978587746038102e-08,6.573631981154904e-05,1.5075715894221535e-15
223,droplet,3m,30m,male,Liver,Hnf4a,198.53366088867188,0.00022067627287469804,1.1115297411379288e-06,0.00024448009207844734,1.98736290811062e-76
224,droplet,3m,30m,male,Lung,Gm11428,198.36773681640625,1.31144906845293e-05,0.0026014919858425856,0.003953043837100267,0.0
225,droplet,3m,30m,male,Liver,Ptprd,197.4266815185547,0.00010304881288902834,5.219588956606458e-07,0.00018613619613461196,2.0621660220319904e-26
226,droplet,3m,30m,male,Liver,Mlxipl,196.17332458496094,0.00013057836622465402,6.656264872617612e-07,0.0002656814467627555,3.034627970667074e-20
227,droplet,3m,30m,male,Liver,Ugt2b34,195.7670440673828,0.00031562981894239783,1.6122714896482648e-06,0.0003661079390440136,1.0525954663100519e-69
228,droplet,3m,30m,male,Lung,Abca8a,195.6111602783203,0.00023642260930500925,1.208634557769983e-06,0.00035332300467416644,6.636587396283589e-209
229,droplet,3m,30m,male,Liver,Hgfac,194.6070556640625,0.00012597096792887896,6.473083544733527e-07,0.00018710995209403336,1.0207454234076656e-40
230,droplet,3m,30m,male,Lung,Kctd15,194.01898193359375,1.620302464289125e-05,8.351157276820231e-08,6.415761163225397e-05,1.908613688060368e-16
231,droplet,3m,30m,male,Lung,Ephb3,193.69435119628906,7.022430509096012e-05,3.625511624250066e-07,0.00014541801647283137,2.58718724582074e-98
232,droplet,3m,30m,male,Lung,Sod3,192.78086853027344,0.0015682290541008115,8.134774361678865e-06,0.0014279400929808617,0.0
233,droplet,3m,30m,male,Lung,Scara5,192.64364624023438,7.698752597207204e-05,3.9963597942005435e-07,0.00027471481007523835,2.3035733583770826e-33
234,droplet,3m,30m,male,Liver,Incenp,192.34982299804688,1.1253885645601258e-07,2.1647021640092134e-05,5.163007881492376e-05,8.15065155301365e-43
235,droplet,3m,30m,male,Lung,Col4a5,192.1588592529297,4.7181023546727374e-05,2.455303445003665e-07,0.00012105824862373993,4.011250574706094e-60
236,droplet,3m,30m,male,Lung,Fabp7,191.79318237304688,6.379369210662844e-08,1.2235387657710817e-05,6.472993118222803e-05,8.404165737822641e-20
237,droplet,3m,30m,male,Liver,Cd37,191.12281799316406,5.965732725599082e-07,0.00011401895608287305,0.00019621045794337988,1.7709494034317525e-150
238,droplet,3m,30m,male,Lung,Beta-s,189.73268127441406,8.390509174205363e-05,0.015919538214802742,0.05168170481920242,5.920433064742442e-218
239,droplet,3m,30m,male,Spleen,Ermap,189.0673828125,1.0758758861584283e-07,2.0341492927400395e-05,9.294487244915217e-05,1.2978387474731377e-41
240,droplet,3m,30m,male,Lung,Dpt,188.73193359375,0.00039763643871992826,2.10688381230284e-06,0.0005274294526316226,1.5983870347914426e-268
241,droplet,3m,30m,male,Liver,Flna,188.48536682128906,7.20593902769906e-07,0.00013582159590441734,0.00015070635708980262,0.0
242,droplet,3m,30m,male,Liver,Hk2,188.34544372558594,7.585181265312713e-07,0.00014286363148130476,0.00020905421115458012,4.868200186232085e-209
243,droplet,3m,30m,male,Liver,Ces1b,188.29306030273438,3.454010948189534e-05,1.8343703800383082e-07,9.515729470876977e-05,6.600032072749676e-09
244,droplet,3m,30m,male,Liver,Sec16b,187.38711547851562,3.348051177454181e-05,1.7866931045773526e-07,8.50768483360298e-05,6.687779672398367e-11
245,droplet,3m,30m,male,Lung,Kcnk2,187.08074951171875,6.947012298041955e-05,3.7133665387045767e-07,0.0001674908708082512,2.2352552913459108e-73
246,droplet,3m,30m,male,Liver,F13b,186.9873504638672,0.00014792194997426122,7.910789463494439e-07,0.00022675114450976253,3.57534019788169e-38
247,droplet,3m,30m,male,Liver,Lgr4,186.79132080078125,4.246032767696306e-05,2.2731325088898302e-07,9.48773740674369e-05,2.4356499892029744e-15
248,droplet,3m,30m,male,Liver,Gngt2,186.42919921875,3.0647927360405447e-06,0.0005713670398108661,0.0005136039108037949,0.0
249,droplet,3m,30m,male,Liver,Abcc2,185.35638427734375,6.953650154173374e-05,3.751492840819992e-07,0.0001430035918019712,2.3222115889626278e-19
250,droplet,3m,30m,male,Lung,Igfbp3,185.2576446533203,0.00046860333532094955,2.5294673378084553e-06,0.0010063591180369258,5.726492670340055e-101
251,droplet,3m,30m,male,Liver,Cyp2d40,184.5289764404297,0.00010251298954244703,5.555376674237777e-07,0.00016826008504722267,1.3831038551047815e-32
252,droplet,3m,30m,male,Liver,Mup3,184.0149383544922,0.020563209429383278,0.00011174750397913158,0.012350703589618206,1.2693598206071125e-269
253,droplet,3m,30m,male,Liver,Hc,183.89466857910156,0.00033479463309049606,1.8205772676083143e-06,0.00042525926255621016,1.4187614409463242e-57
254,droplet,3m,30m,male,Liver,Sema6d,182.65005493164062,2.6232811478621443e-07,4.7914425522321835e-05,7.390230894088745e-05,2.0169550933452564e-139
255,droplet,3m,30m,male,Liver,Serpinf2,181.3599853515625,0.000562891538720578,3.1037241114972858e-06,0.0005281369667500257,1.6901640813107067e-108
256,droplet,3m,30m,male,Liver,Arhgdib,180.9506378173828,2.8766494324372616e-06,0.0005205317283980548,0.00035242154262959957,0.0
257,droplet,3m,30m,male,Liver,Plekho2,180.57867431640625,5.965732725599082e-07,0.00010772859241114929,0.00010638871026458219,0.0
258,droplet,3m,30m,male,Liver,Col18a1,179.2476348876953,0.0003799378464464098,2.119624468832626e-06,0.00043067868682555854,3.624950587647864e-73
259,droplet,3m,30m,male,Lung,Gm6484,178.94857788085938,1.6161449821083806e-05,9.031236913870089e-08,7.052821456454694e-05,5.667645357028981e-14
260,droplet,3m,30m,male,Lung,Adh1,178.66387939453125,0.0002468966122251004,1.3819045534546603e-06,0.0003510460664983839,1.0296059092611896e-230
261,droplet,3m,30m,male,Liver,Tgfbi,178.29640197753906,7.035654903120303e-07,0.0001254433736903593,0.00024378408852498978,2.9609490454350932e-121
262,droplet,3m,30m,male,Lung,Igsf10,178.02297973632812,7.521428051404655e-05,4.224965834964678e-07,0.0001580500538693741,9.231484517211316e-97
263,droplet,3m,30m,male,Lung,Fgf7,177.98779296875,0.00015493304817937315,8.704690799277159e-07,0.00023543556744698435,3.458611779168158e-197
264,droplet,3m,30m,male,Liver,Sp140,177.88670349121094,6.346061809381354e-07,0.00011288818495813757,0.00014544333680532873,1.3849356314494205e-260
265,droplet,3m,30m,male,Liver,Reep6,177.0480194091797,0.00048389408038929105,2.7331225282978266e-06,0.00038354858406819403,4.386251800885322e-153
266,droplet,3m,30m,male,Liver,Ier3,175.77822875976562,1.5774501207488356e-06,0.00027728156419470906,0.00043836349504999816,8.729605544660859e-189
267,droplet,3m,30m,male,Lung,Col5a2,175.31546020507812,0.00018514739349484444,1.0560803502812632e-06,0.0002713220310397446,1.7762159006384533e-214
268,droplet,3m,30m,male,Lung,Adamts2,174.67523193359375,0.00014277083391789347,8.173491323759663e-07,0.00024464333546347916,7.356219622031115e-155
269,droplet,3m,30m,male,Spleen,Ctsg,174.29241943359375,1.9201770840027166e-07,3.346740413689986e-05,0.00034978758776560426,7.086912059209755e-13
270,droplet,3m,30m,male,Liver,Renbp,174.1761016845703,4.5960106831444136e-07,8.005169365787879e-05,9.010123903863132e-05,4.7712180395766975e-286
271,droplet,3m,30m,male,Lung,Ccl11,173.8055419921875,0.00014329238911159337,8.244398372880823e-07,0.0005606425111182034,8.147850096297282e-28
272,droplet,3m,30m,male,Liver,Cyp3a25,173.37887573242188,0.00045297580072656274,2.6126344891963527e-06,0.00045615804265253246,1.7142825724698113e-93
273,droplet,3m,30m,male,Lung,P2rx6,172.3925018310547,9.6719677458168e-06,5.6103342416236046e-08,4.8635058192303404e-05,2.6755151778835167e-06
274,droplet,3m,30m,male,Liver,Xlr,171.9827880859375,6.70133488256397e-07,0.0001152515978901647,0.00012670444266404957,0.0
275,droplet,3m,30m,male,Liver,Pm20d1,171.20030212402344,2.6005482141044922e-05,1.518999113159225e-07,7.567444117739797e-05,2.61382650175803e-07
276,droplet,3m,30m,male,Liver,Me1,170.5176239013672,0.00030369320302270353,1.7810066310630646e-06,0.00030697189504280686,1.3182168097694121e-92
277,droplet,3m,30m,male,Liver,Fam26f,169.66253662109375,8.989384241431253e-07,0.00015251635340973735,0.00018642413488123566,7.425452829611552e-297
278,droplet,3m,30m,male,Liver,Mup2,169.21607971191406,0.002871293341740966,1.6968204363365658e-05,0.003638586960732937,6.254464664142733e-58
279,droplet,3m,30m,male,Liver,Acsm1,168.9519500732422,0.00024331924214493483,1.440167238797585e-06,0.0002709602122195065,1.5960709878385363e-75
280,droplet,3m,30m,male,Lung,Olfml1,167.9927978515625,5.720455010305159e-05,3.4051689112857275e-07,0.00013054288865532726,2.6662781172214854e-78
281,droplet,3m,30m,male,Liver,Keg1,167.3902587890625,0.00021247037511784583,1.2693104736172245e-06,0.00021539484441746026,1.6947112572688867e-91
282,droplet,3m,30m,male,Liver,Sh3bgrl3,167.3714141845703,6.921070507814875e-06,0.0011583894956856966,0.0007107360870577395,0.0
283,droplet,3m,30m,male,Liver,Mug1,166.78689575195312,0.0007916268077678978,4.746335889649345e-06,0.0008110151975415647,1.8814418661051546e-90
284,droplet,3m,30m,male,Lung,Ak1,166.56484985351562,4.3022213503718376e-05,2.5829007199718035e-07,0.00011648139479802921,6.054085562236902e-53
285,droplet,3m,30m,male,Lung,Gpr133,166.33749389648438,2.0351746570668183e-05,1.2235113899805583e-07,8.566553879063576e-05,2.375709465728142e-17
286,droplet,3m,30m,male,Lung,Ccl24,165.92782592773438,7.397139967224575e-08,1.227407938131364e-05,0.00010272595682181418,4.880123389469715e-13
287,droplet,3m,30m,male,Liver,Loxl3,165.89146423339844,6.523566042915263e-08,1.0822205695149023e-05,3.118206950603053e-05,4.1095492845580396e-14
288,droplet,3m,30m,male,Lung,Gas1,165.78378295898438,0.00027696581673808396,1.6706437691027531e-06,0.0004285774193704128,2.5953503471518598e-195
289,droplet,3m,30m,male,Lung,Gpr30,165.74436950683594,1.6015339497243986e-05,9.662574740332275e-08,8.843828254612163e-05,8.382573422172748e-09
290,droplet,3m,30m,male,Lung,Scn3a,165.47836303710938,0.00012606667587533593,7.618307904522226e-07,0.00024302183010149747,1.948623152830757e-121
291,droplet,3m,30m,male,Lung,Gpr153,165.16404724121094,4.66382407466881e-05,2.823742590862821e-07,0.00011548956535989419,9.37471106177161e-64
292,droplet,3m,30m,male,Liver,Nlrp6,164.70492553710938,5.353146480047144e-05,3.250133602250571e-07,0.0001236746902577579,1.8722042662241917e-14
293,droplet,3m,30m,male,Lung,Col6a1,162.17205810546875,0.00046272281906567514,2.853282467185636e-06,0.0004869991389568895,0.0
294,droplet,3m,30m,male,Liver,Slc25a47,161.8394775390625,0.0007178313680924475,4.435451955941971e-06,0.000602570828050375,3.525971572553206e-136
295,droplet,3m,30m,male,Liver,Gjb1,161.22280883789062,0.0006656924379058182,4.1290204535471275e-06,0.0005248048692010343,9.34170741634765e-155
296,droplet,3m,30m,male,Lung,Clec3b,160.47384643554688,0.001406968804076314,8.767588951741345e-06,0.002542820293456316,5.628229687184645e-144
297,droplet,3m,30m,male,Liver,Fam111a,160.26795959472656,4.4897004158883647e-07,7.195567013695836e-05,9.561816114000976e-05,1.6085159201959566e-210
298,droplet,3m,30m,male,Liver,Rassf4,160.05523681640625,7.920396569716104e-07,0.00012677026097662747,0.00012733488983940333,0.0
299,droplet,3m,30m,male,Lung,Tbx4,159.92945861816406,5.348357080947608e-05,3.344187575748947e-07,0.0001290570799028501,2.0287186546327683e-69
300,droplet,3m,30m,male,Liver,Timp2,159.2464599609375,8.592541576035728e-07,0.0001368333469145,0.00022346120385918766,2.902154394296936e-167
301,droplet,3m,30m,male,Liver,Dhcr24,159.17367553710938,0.00037895762943662703,2.380779960731161e-06,0.00039443731657229364,2.943625708791101e-87
302,droplet,3m,30m,male,Liver,Acaa1b,158.749267578125,0.0017663894686847925,1.1126912795589305e-05,0.0013932348228991032,7.651840690590411e-155
303,droplet,3m,30m,male,Lung,Slit2,158.51173400878906,5.4732459830120206e-05,3.452886403465527e-07,0.0001292126253247261,1.1112456400422725e-72
304,droplet,3m,30m,male,Liver,Mpeg1,157.70481872558594,2.6329134925617836e-06,0.0004152233013883233,0.00035878733615390956,0.0
305,droplet,3m,30m,male,Liver,Serpina11,157.39273071289062,0.00010261704301228747,6.519798034787527e-07,0.00016145680274348706,1.243976446027824e-35
306,droplet,3m,30m,male,Liver,Aqp9,157.05374145507812,0.00015295983757823706,9.73932060333027e-07,0.00022071586863603443,2.17389026492731e-43
307,droplet,3m,30m,male,Liver,Nupr1,156.77975463867188,6.282732556428527e-07,9.850068454397842e-05,0.00015177215391304344,3.2051249539682986e-179
308,droplet,3m,30m,male,Liver,Hsd3b3,156.30410766601562,0.00012480390432756394,7.984674539329717e-07,0.00018395706138107926,2.9677211428847753e-41
309,droplet,3m,30m,male,Liver,Pdk3,156.0891876220703,1.3209655946866405e-07,2.0618999769794755e-05,4.462440119823441e-05,7.549779232250882e-45
310,droplet,3m,30m,male,Lung,Irg1,155.9556884765625,1.7062242818610684e-07,2.6609694032231346e-05,0.0001330571249127388,2.4123772513579846e-54
311,droplet,3m,30m,male,Lung,Loxl1,155.61708068847656,0.0005029176245443523,3.2317627756128786e-06,0.0005224253982305527,0.0
312,droplet,3m,30m,male,Liver,Gpsm3,154.85348510742188,1.1252785725446302e-06,0.0001742534659570083,0.00014189597277436405,0.0
313,droplet,3m,30m,male,Liver,Gm885,154.16448974609375,2.173261037796692e-07,3.3504122256999835e-05,5.455239079310559e-05,4.008093881694572e-99
314,droplet,3m,30m,male,Liver,C8b,153.63172912597656,0.00024122773902490735,1.5701677966717398e-06,0.00025984898093156517,7.832125372652712e-81
315,droplet,3m,30m,male,Lung,A430110N23Rik,153.62442016601562,2.0015519112348557e-05,1.30287659771966e-07,7.893298607086763e-05,2.812261989457322e-19
316,droplet,3m,30m,male,Lung,Cml3,152.6207733154297,5.0225691666128114e-05,3.2908718594626407e-07,0.0001253805821761489,4.295890480445939e-64
317,droplet,3m,30m,male,Liver,Cd79b,152.3097686767578,2.9242846721899696e-07,4.453986548469402e-05,0.00021870968339499086,6.824623778193071e-16
